id,ids,Title,"abstract","affiliations"
P1687,P1687,Exploring Large Language Model-Driven Agents for Environment-Aware Spatial Interactions and Conversations in Virtual Reality Role-Play Scenarios,"Recent research explores using Large Language Model (LLM) agents to enhance Virtual Reality (VR) interactions, focusing on immersive chatbot experiences. However, current studies primarily address dialogue generation from user speech, overlooking the potential for richer, environment-aware interactions. This work proposes an approach that enables LLM agents to perceive VR environments and generate environment-aware interactions for more immersive human-AI experiences. We present a schema for describing VR environments and interactions via text prompts and evaluate it using five role-play scenarios with 14 participants. The findings highlight opportunities and challenges in developing environment-aware agents to enhance VR interactions.","Ziming Li: Rochester Institute of Technology, Huadong Zhang: Rochester Institute of Technology, Chao Peng: Rochester Institute of Technology, Roshan L Peiris: Rochester Institute of Technology"
P1702,P1702,Sensitivity to Redirected Walking Considering Gaze, Posture, and Luminance,"We study the effects of luminance on users' sensitivity to rotation gains in virtual reality, and study the relationship between rotation gain strength and users' gaze behavior and postural stability. To do this, we conducted a psychophysical experiment to measure users' sensitivity to RDW rotation gains and collect gaze and posture data during the experiment. Our results showed that physiological signals were significantly positively correlated with the strength of redirection gain, the duration of trials, and the trial number. Gaze velocity was negatively correlated with trial duration. Results also showed that there were no significant differences in RDW detection thresholds between the photopic and mesopic luminance conditions.","Niall L. Williams: University of Maryland, College Park, Logan C. Stevens: University of Maryland, Aniket Bera: Purdue University, Dinesh Manocha: University of Maryland "
P1706,P1706,May The Force be With You: Cloning Distant Objects to Improve Medium-Field Interactions in Augmented Reality,"Augmented Reality (AR) features virtual objects registered in the physical world. In this work, we conceptualized a medium-field interaction technique called The Force, which allows users to clone distant objects and manipulate their replicas instead. We compared it against controller-based ray-casting and gaze-based pinching in terms of a pick-and-place task, employing a within-subjects design, studying both objective performance and subjective user experience. Results suggest that The Force can allow for higher accuracy and efficiency in tasks requiring precision and fine motor control. We detail these results, also noting areas that warrant refinement, attempting to improve AR interactions in the future.","Danish Nisar Ahmed Tamboli: University of Florida, Rohith Venkatakrishnan: University of Florida, Roshan Venkatakrishnan: Clemson University, Balagopal Raveendranath: Clemson University, Julia Woodward: University of South Florida , Isaac Wang: James Madison University, Jesse D Smith: University of Florida, Jaime Ruiz: University of Florida"
P1711,P1711,Does Hand Size Matter? The Effect of Avatar Hand Size on Non-verbal Communication in Virtual Reality,"Virtual Reality (VR) is becoming a popular platform for remote socializing and collaboration using embodied avatars. However, avatars often do not match the user?s proportions, which may affect nonverbal communication. This paper explores the impact of disproportionate avatar hands-on nonverbal communication in VR. We conducted an experiment with 72 participants (36 dyads) in a ?Charades? game, where avatars? hands were scaled to 25% smaller, same size, or 25% larger than the user?s hands. Results show no significant effects on task performance, communication effectiveness, or user experience, although participants who noticed hand size changes showed slight effects on workload measures.","Jackson Henry: Clemson University, Ryan Canales: Clemson University, Catherine Stolarski: Clemson University, Alex Adkins: Clemson University, Rohith Venkatakrishnan: University of Florida, Roshan Venkatakrishnan: University of Florida, Sophie J”rg: University of Bamberg"
P1726,P1726,Effects of Proprioceptive Attenuation with Noisy Tendon Electrical Stimulation on Adaptation to Beyond-Real Interaction,"Beyond-real interactions (BRI) offer effective user experiences in VR. However, adapting to novel BRI mappings often reduces performance and embodiment. To enhance adaptation, we propose attenuating proprioception with noisy tendon electrical stimulation (n-TES). A user study evaluated the effects of go-go interaction (a BRI technique) and n-TES in a 2x2 within-participants design. Results from 24 participants showed that go-go interaction reduced the quality of VR experience, but n-TES did not significantly mitigate these negative effects, except that perceived agency was higher with n-TES. The limited impact of n-TES may stem from adaptation during the tasks. Future studies should explore adaptation processes and diverse BRI scenarios.","Maki Ogawa: the University of Tokyo, Keigo Matsumoto: The University of Tokyo, Kazuma Aoyama: The University of Tokyo, Takuji Narumi: the University of Tokyo"
P1728,P1728,AR Fitness Dog: The Effects of a User-Mimicking Interactive Virtual Pet on User Experience and Social Presence in Physical Exercise,"This paper explores the impact of an augmented reality (AR) virtual dog that physically presents and mimics user behavior on exercise experiences in solo and group (pair) settings. A human-subject experiment compared three conditions: a mimicking virtual dog, a randomly behaving virtual dog, and no virtual dog. Results revealed that the mimicking virtual dog significantly enhanced the solo exercise experience by fostering companionship and improved group cohesion in pair settings by acting as a social facilitator. These findings underscore the potential of behavior-mimicking virtual pets to enhance exercise experiences and inform the development of AR-based fitness applications.","Hyeongil Nam: University of Calgary, Kisub Lee: Hanyang University, Jong-Il Park: Hanyang University, Kangsoo Kim: University of Calgary"
P1732,P1732,Unified Approach to Mesh Saliency: Evaluating Textured and Non-Textured Meshes Through VR and Multifunctional Prediction,"Mesh saliency enhances AI adaptability by identifying regions that naturally attract visual attention. While existing methods focus on geometric shapes, capturing the interplay between geometry and texture patterns remains challenging. Therefore, we introduce a comprehensive dataset with saliency distributions for identical 3D models under non-textured and textured conditions. Additionally, we propose a unified saliency prediction model that integrates geometric and texture features within a coherent topological framework. Extensive validation highlights the model's scalability, generalizability, and potential to enhance modeling and rendering while uncovering insights into 3D visual feature interaction.","Kaiwei Zhang: Shanghai Jiao Tong University , Dandan Zhu: East China Normal University, Xiongkuo Min: Shanghai Jiao Tong University, Guangtao Zhai: Shanghai Jiao Tong University"
P1735,P1735,Detection Thresholds for Replay and Real-Time Discrepancies in VR Hand Redirection,"Hand redirection can modify perception and movement by providing real-time corrections to motor feedback. In the context of motor learning, observing replays of movements can enhance motor function. The application of hand redirection to these replays by making movements appear larger or smaller than they actually are has the potential to improve motor function. We conducted two psychophysical experiments to evaluate how much discrepancy between replayed and actual movements can go unnoticed by users, both with hand redirection (N=20) and without (N=18). Our findings reveal that the detection threshold for discrepancies in replayed movements is significantly different from that for real-time discrepancies.","Kiyu Tanaka: The University of Tokyo, Takuto Nakamura: The University of Tokyo, Keigo Matsumoto: The University of Tokyo, Hideaki Kuzuoka: The University of Tokyo, Takuji Narumi: The University of Tokyo"
P1737,P1737,"One Body, But Four Hands"": Exploring the Role of Virtual Hands in Virtual Co-embodiment","Virtual co-embodiment allows two users to share a virtual avatar in Virtual Reality (VR), facilitating skill acquisition by enabling teachers to share hand movements with learners while influencing Sense of Agency (SoA), Sense of Ownership (SoO) and social presence. However, mismatches between real and displayed movements of users in VR can negatively impact these perceptions. Through two user studies, we explored the role of self-hands and the visual factors (transparency and congruency) of self-hands and co-embodied hands in enhancing these perceptions. Results highlight that maintaining self-hands and both hands with identical transparency improves SoO. These findings provide insights for designing virtual hands in VR co-embodiment.","Jingjing Zhang: Hong Kong University of Science and Technology (Guangzhou), Xiyao Jin: University of Tsukuba, Han Tu: Massachusetts Institute of Technology, Hai-Ning Liang: The Hong Kong University of Science and Technology (Guangzhou), Zhuying Li: Southeast University, Xin Tong: Hong Kong University of Science and Technology (Guangzhou)"
P1738,P1738,Do We Still Need Human Instructors? Investigating Automated Methods for Motor Skill Learning in Virtual Co-embodiment,"Virtual reality enhances motor skill acquisition by enabling unique physical activities. Co-embodiment learning, where instructors and learners share a single avatar blending their movements, has proven effective but requires real-time participation from skilled instructors, limiting its accessibility. This study addresses the issue by developing an AI instructor trained on human motor data using supervised learning. Performance evaluation compared the AI instructor, recorded human data, a human instructor, and solo learning. Results showed that the AI instructor significantly improved learning efficiency over solo or recorded data practice, achieving comparable outcomes to learning with a human instructor.","Haruto Takita: The University of Tokyo, Kenta Hashiura: The University of Tokyo, Yuji Hatada: The University of Tokyo, Daiki Kodama: Kuzuoka Amemiya Narumi Lab, Takuji Narumi: the University of Tokyo, Tomohiro Tanikawa: the University of Tokyo, Michitaka Hirose: The University of Tokyo"
P1746,P1746,Measuring Human Perception of Airflow for Natural Motion Simulation in Virtual Reality,"Airflow effectively induces self-motion sensations (vection) and reduces motion sickness in VR. However, the quantitative relationship between airflow stimuli and the user?s virtual motion sensations remains unclear. Our experiments revealed a strong linear correlation between airflow speed and virtual speed during linear motion, as well as a relationship similar to centripetal acceleration between the left-right airflow speed difference and the radius and angular velocity of virtual curvilinear motion. We also demonstrated that a dynamic airflow scheme, based on these relationships, provides more effective motion sickness relief and better consistency between visual and bodily vection compared to constant airflow.","Yu Cai: Zhejiang University, Sanyi Jin: Zhejiang University, Zihan Chen: ZheJiang University, Daiwei Yang: Zhejiang University, Han Tu: Zhejiang University, Preben Hansen: Stockholm University, Lingyun Sun: Zhejiang University, Liuqing Chen: Zhejiang University"
P1761,P1761,Effects of viewpoint oscillations and gaze-based stabilization on walking sensation, embodiment and cybersickness in immersive VR,"The head's natural swaying motion when walking can be simulated as ""viewpoint oscillations"" to enhance VR walking simulations. In this paper, we provide new experimental work on their effects on walking sensation, cybersickness, and virtual embodiment, and we propose a technical improvement that uses a gaze tracker to add rotations that stabilize the target of the gaze in the users' field of view. We conducted a user study that showed that viewpoint oscillations increased walking sensation, did not impact cybersickness or agency, and increased ownership when stabilized, compared to a linear motion without oscillations. Taken together, our results promote the use of viewpoint oscillations during walking simulations in embodied VR.","Yann Moullec: Univ Rennes, Justine Saint-Aubert: CNRS, Inria, IRISA Bretagne-Atlantique, M‚lanie Cogne: Inria Bretagne-Atlantique, Anatole L‚cuyer: Inria"
P1777,P1777,Multi-Layer Gaussian Splatting for Immersive Anatomy Visualization,"Path tracing of volumetric medical data produces lifelike visualizations. VR enhances this rendering approach by enabling spatial exploration beyond traditional 2D diagnostics. We propose a Gaussian Splatting (GS)-based method to create an efficient intermediate representations, delivering path tracing quality to real-time immersive displays. Our layered GS structure incrementally includes anatomical features, reducing storage and computational demands while preserving some interactivity in otherwise static GS models.","Constantin Kleinbeck: Technical University of Munich, Hannah Schieber: Technical University of Munich (TUM), Klaus Engel: Siemens Healthineers, Ralf Gutjahr: Siemens Healthineers, Daniel Roth: Technical University of Munich"
P1784,P1784,Saliency-aware Foveated Path Tracing for Virtual Reality Rendering,"Foveated rendering reduces computational load by distributing resources based on the human visual system. However, traditional foveation methods based on eccentricity cannot account for the complex behavior of visual attention. This is one of the reasons for lower perceived quality. In this study, we introduce a pipeline that incorporates ocular attention through visual saliency. Based on saliency, our approach facilitates the real-time production of high-quality images utilizing path tracing. To further augment image quality, an adaptive filtering process is employed to reduce artifacts in non-foveal regions. Our experiments prove that our approach has superior performance both in terms of quantitative metrics and perceived quality.","Yang Gao: Beihang university, Wencan Li: Beihang University, Shiyu Liang: Beihang University, Aimin Hao: Beihang University, Xiaohui Tan: Capital Normal University"
P1803,P1803,It's My Fingers' Fault: Investigating the Effect of Shared Avatar Control on Agency and Responsibility Attribution,"Previous studies introduced a system known as ""virtual co-embodiment,"" where control over a single avatar is shared between two people. We investigate how this experience influences people?s agency and responsibility attribution through: (1) explicit agency questionnaires, (2) implicit intentional binding (IB) effects, (3) responsibility attribution measured through financial gain/loss distribution, and (4) interviews. Agency questionnaires indicated that losing control over the fingers? movements negatively affected the agency over both the fingers and the entire upper limb. IB demonstrated that participants felt greater causality for failed attempts, they were reluctant to take responsibility and accept financial penalties.","Xiaotong Li: The University of Tokyo, Yuji Hatada: The University of Tokyo, Takuji Narumi: the University of Tokyo"
P1805,P1805,Analyzing Multimodal Interaction Strategies for LLM-Assisted Manipulation of 3D Scenes,"As more applications of large language models (LLMs) for 3D content in immersive environments emerge, it is crucial to study user behaviour to identify interaction patterns and potential barriers to guide the future design of immersive systems. In an empirical user study with 12 participants, we combine quantitative usage data with post-experience questionnaire feedback to reveal common interaction patterns and key barriers in LLM-assisted 3D scene editing systems. We identify opportunities for improving natural language interfaces in 3D design tools and propose design recommendations. Through an empirical study, we demonstrate that LLM-assisted interactive systems can be used productively in immersive environments.","Junlong Chen: University of Cambridge, Jens Grubert: Coburg University of Applied Sciences and Arts, Per Ola Kristensson: University of Cambridge"
P1815,P1815,When Flames Feel Real in Augmented Reality: Effects of Plausibility and Placement of Virtual Flames on the Burning Hand Illusion and Physiological Responses,"During the Burning Hand Illusion users can perceive illusory heat when observing virtual flames on the hands in Augmented Reality. This study investigates the role of stimulus location within peri-hand space and its resemblance to realistic fire in the emergence of the illusion, alongside autonomic nervous responses measured via skin conductance and pupil dilation. Realistic flames displayed on the hand elicited the strongest heat illusion and physiological responses, whereas green flames or flames positioned away from the hand diminished the illusion's intensity.  These findings suggest that both flame location and plausibility significantly influence the BHI, eliciting physiological effects akin to those of real thermal stimuli.","Daniel Eckhoff: City University of Hong Kong, Jan Schnupp: The Chinese University of Hong Kong, Wong Pui Chung: City University of Hong Kong, Alvaro Cassinelli: City University, Hong Kong"
P1836,P1836,"Just stop doing everything for now!'': Understanding security attacks in remote collaborative mixed reality","The unique immersive features of Mixed Reality(MR) devices introduce new vulnerabilities leading to interaction obstruction and misdirection. We implemented four types of attacks within a remote collaborative MR platform and evaluated user behavior and mitigations through a user study. We compared responses to MR-specific attacks, which exploit the unique characteristics of remote collaborative immersive environments, and traditional security attacks implemented in MR. Our findings indicate that users generally exhibit lower recognition rates for immersive attacks. Our results demonstrate a clear gap in user awareness and responses and emphasize the importance of enhanced security measures to maintain trust in such systems.","Maha Sajid: Virginia Tech, Syed Ibrahim Mustafa Shah Bukhari: Virginia Tech, Bo Ji: Virginia Tech, Brendan David-John: Virginia Tech"
P1842,P1842,Blind Augmentation: Calibration-free Camera Distortion Model Estimation for Real-time Mixed-reality Consistency,"Real camera footage is subject to noise, motion blur (MB) and depth of field (DoF). In some applications these might be considered distortions to be removed, but in others it is important to model them because it would be ineffective to simply remove them. We propose a method which estimates parameters for noise, MB and DoF instantly, allowing use of off-the-shelf real-time simulation methods in compositing augmented content. Our main idea is to unlock both features by showing how to use modern computer vision methods that can remove noise, MB and DoF from the video stream, essentially providing self-calibration. This allows to auto-tune any black-box real-time noise+MB+DoF method to deliver fast and high-fidelity augmentation consistency.","Siddhant Prakash: University College London, David R Walton: Birmingham City University, Rafael Kuffner dos Anjos: University of Leeds, Anthony Steed: University College London, Tobias Ritschel: University College London"
P1853,P1853,ReLive: Walking into Virtual Reality Spaces from Video Recordings of One's Past Can Increase the Experiential Detail and Affect of Autobiographical Memories,"With the rapid development of advanced machine learning methods for spatial reconstruction, it becomes important to understand the psychological and emotional impacts of such technologies on autobiographical memories. In a within-subjects study, we found that allowing users to walk through old spaces reconstructed from their videos significantly enhances their sense of traveling into past memories, increases the vividness of those memories, and boosts their emotional intensity compared to simply viewing videos of the same past events. These findings highlight that, regardless of the technological advancements, the immersive experience of VR can profoundly affect memory phenomenology and emotional engagement.","Valdemar Danry: MIT, Eli Villa: MIT, Samantha W. T. Chan: MIT Media Lab, Pattie Maes: MIT Media Lab"
P1858,P1858,Investigating the Influence of Playback Interactivity during Guided Tours for Asynchronous Collaboration in Virtual Reality,"While collaborative virtual environments have been investigated for working in different spaces at the same time, few have investigated the best practices for collaborating in those spaces at different times. We designed a system that allows experts to create engaging tours inside a virtual inspection space, preserving knowledge and insights while requiring observer interaction to follow the tour?s playback. A user study evaluating the influence of these interactions on an observing user?s information recall and user experience indicated that additional interactivity can improve auditory and spatial recall of key information conveyed during the tour and enhance the user experience.","Alexander Giovannelli: Virginia Tech, Leonardo Pavanatto: Virginia Tech, Shakiba Davari: Virginia Tech, Haichao Miao: Lawrence Livermore National Laboratory, Vuthea Chheang: Lawrence Livermore National Laboratory, Brian Giera: Lawrence Livermore National Laboratory, Peer-Timo Bremer: Lawrence Livermore National Laboratory, Doug Bowman: Virginia Tech"
P1861,P1861,Measuring the Impact of Objects? Physicalization, Avatar Appearance, and their Consistency on Pick-and-Place Performance in Augmented Reality,"In order to support the future development of efficient and usable AR interactions, this paper investigates the impact of objects' physicalization (object's set composed of (i) virtual, (ii) real, or (iii) a composite mix of real and virtual objects) and hand appearance (hand's appearance displayed as (i) the real hand, (ii) an avatar, or (iii) dynamically adapting to the surrounding objects' physicalization) on the speed performance of a pick-and-place task. Overall, our results provide a rich characterization of different factors influencing different phases of a pick-and-place interaction, which could be employed to improve the design of future AR applications.","Antonin Cheymol: Univ Rennes, INSA Rennes, Inria, Jacob Wallace: Ecole Centrale de Nantes, Juri Yoneyama: Inria, Rebecca Fribourg: Nantes Universit‚, Ecole Centrale Nantes LS2N-PACCE, UMR 6004, F-44000, Jean-Marie Normand: Ecole Centrale de Nantes, Ferran Argelaguet Sanz: Inria, Univ Rennes, CNRS, IRISA"
P1864,P1864,PaRUS: A Virtual Reality Shopping Method Focusing on Contextual Information between Products and Real Usage Scenes,"Current VR shopping applications lack integration with real usage contexts, limiting users' ability to evaluate products in their intended environments. We present PaRUS, a VR shopping approach that reconstructs users' real usage scenes through a semantic scene reconstruction pipeline (with human involvement). By enabling users to visualize products in their actual intended environments, PaRUS bridges the gap between virtual shopping and real-world usage. Two user studies were conducted and the results demonstrate that PaRUS significantly reduces perceived performance risk and enhances purchase satisfaction and trust.","Yinyu Lu: Zhejiang University, Weitao You: Zhejiang University, Ziqing Zheng: Zhejiang University, Yizhan Shao: Zhejiang University, Changyuan Yang: NO.699 West Wenyi Road Yuhang District, Zhibin Zhou: The Hong Kong Polytechnic University"
P1866,P1866,LLMER: Crafting Interactive Extended Reality Worlds with JSON Data Generated by Large Language Models,"In this paper, we present LLMER, a novel framework that leverages JSON data generated by large language models (LLMs) to create interactive Extended Reality (XR) environments. LLMER enables users to interact with a virtual agent via natural language, seamlessly generating virtual objects and animations. The framework employs a multi-stage strategy to provide only the most relevant contextual information tailored to the user's requests and integrates multiple modules to address diverse XR tasks. Our preliminary user study demonstrates the effectiveness of LLMER, achieving an over 80% reduction in token consumption and approximately 60% decrease in task completion time compared to state-of-the-art methods.","Jiangong Chen: Pennsylvania State University, Xiaoyi Wu: Pennsylvania State University, Tian Lan: George Washington University, Bin Li: Pennsylvania State University"
P1869,P1869,ArmVR: Innovative Design Combining Virtual Reality Technology and Mechanical Equipment in Stroke Rehabilitation Therapy,"The rising incidence of stroke presents a global health challenge. Virtual reality (VR) offers promise for rehabilitation due to its immersive qualities. This study developed the ArmVR system, combining VR with rehabilitation hardware to aid stroke recovery. Assessments showed VR supports cognitive and motor function recovery. Forest scenarios help relax emotions, while city scenarios activate motor centers more effectively. Normal users experienced cognitive changes, while stroke patients demonstrated improvements in motor function. Personalized VR systems have significant potential to enhance recovery, meet diverse patient needs, and improve quality of life.","Jing Qu: Shandong University, Lingguo Bu: Shandong University, Zhongxin Chen: North University of China, Yalu Jin: Shandong Yiyang Health Group Zhangqiu Yile Hospital, Lei Zhao: Shandong Jianzhu University, Shantong Zhu: Communication University of China, Fenghe Guo: Shandong Jianzhu University"
P1873,P1873,MagicScroll: Enhancing Immersive Storytelling with Controllable Scroll Image Generation,"Scroll images are a unique medium commonly used in virtual reality (VR) providing an immersive visual storytelling experience. This paper proposes a multi-layered, diffusion-based scroll image generation framework with a novel semantic-aware denoising process. We incorporate layout prediction and style control modules to generate coherent scroll images of any aspect ratio. We use different multi-window strategies to render diverse visual forms such as chains, rings, and forks for VR storytelling. Quantitative and qualitative evaluations demonstrate that our techniques can significantly enhance text-image consistency and visual coherence in scroll image generation, as well as the level of immersion and engagement of VR storytelling.","Bingyuan Wang: The Hong Kong University of Science and Technology (Guangzhou), Hengyu Meng: The Hong Kong University of Science and Technology (Guangzhou), Rui Cao: Xiamen University Malaysia, Zeyu Cai: HKUST(GZ), Lanjiong Li: The Hongkong University of Science and Technology(Guangzhou)), Yue Ma: HKUST, Qifeng Chen: HKUST, Zeyu Wang: The Hong Kong University of Science and Technology (Guangzhou)"
P1874,P1874,Multimodal Turn in Place: A Comparative Analysis of Visual and Auditory Reset UIs in Redirected Walking,"Resetting in redirected walking (RDW) ensures collision-free walking in VR in limited spaces, but frequent resets hinder immersion. Research has proposed visual reset UIs to effectively guide users, but their effectiveness remains underexplored. Expert interviews reveal that users sometimes fail to detect reset UIs in a timely manner. To address this, a novel gauge-based visual reset UI is proposed to improve user navigation and experience quality. Study 1 validates its effectiveness by comparing it to existing UIs such as Direction, End Point, and Arrow Alignment. This work also introduces a multimodal reset paradigm that integrates visual and auditory sensory cues for a comprehensive reset solution.","Ho Jung Lee: Yonsei University, Hyunjeong Kim: Yonsei University, In-Kwon Lee: Yonsei University"
P1879,P1879,ChromaGazer: Unobtrusive Visual Modulation using Imperceptible Color Vibration for Visual Guidance,"Visual guidance (VG) is essential for directing user attention. However, traditional methods rely on explicit visual annotations, which often compromise visual clarity and increase cognitive load. we propose an unobtrusive VG method based on color vibration, a phenomenon in which rapidly alternating colors at frequencies above 25 Hz are perceived as an intermediate color. Firstly, we explored a perceptual state that lies between complete color fusion and clear flicker, demonstrating that color differences can be detected without conscious awareness. Secondly, we validated the effectiveness of this technique using natural images and eye-tracking. Consequently, this study provides an unobtrusive VG approach that achieves low cognitive demand.","Rinto Tosa: University of Tsukuba, Shingo Hattori: Cluster Metaverse Lab, Yuichi Hiroi: Cluster Metaverse Lab, Yuta Itoh: The University of Tokyo, Takefumi Hiraki: Cluster Metaverse Lab"
P1881,P1881,VirtuEleDent: A Compact XR Tooth-Cutting Training System Using a Physical EMR-based Dental Handpiece and Teeth Model,"VirtuEleDent is a compact XR tooth-cutting training system designed for dental education. It combines a 3D-printed tooth model and a tracked handpiece rendered in a virtual environment via a mobile HMD. Using electromagnetic resonance (EMR) and IMU sensors, the system accurately tracks handpiece movements, providing realistic haptic feedback. Compared to conventional bulky and costly haptic devices, VirtuEleDent enhances accessibility and training opportunities. An expert user study with licensed dentists demonstrated its effectiveness and potential for future development in dental training applications.","Yuhui Wang: Tohoku University, Kazuki Takashima: Shibaura Institute of Technology, Masamitsu Ito: Wacom Co.,Ltd., Takeshi Kobori: Wacom Co., Ltd. EMR Technology, Tomo Asakura: Wacom Co., Ltd. EMR Technology, Kazuyuki Fujita: Tohoku University, Hong Guang: Tohoku University, Yoshifumi Kitamura: Tohoku University"
P1890,P1890,TeamPortal: Exploring Virtual Reality Collaboration Through Shared and Manipulating Parallel Views,"Parallel views in Virtual Reality (VR) can enhance collaborative efficiency by enabling users to observe and interact with partners? perspectives. We introduce TeamPortal, a shared view system, and present two user studies to investigate the effects of interactive, shared perspectives. Study 1 compares ShaView and TeamPortal with a baseline in collaborative tasks, showing that TeamPortal significantly reduced movement and increased efficiency and social presence in complex tasks. Study 2 explores three enhanced variants (TeamPortal+, SnapTeamPortal+, DropTeamPortal+), the later two improved task efficiency and acceptance, although SnapTeamPortal+ reduced co-presence. We proposed three design implications for future VR collaboration systems.","Xian Wang: The Hong Kong Polytechnic University, Luyao Shen: Computational Media and Arts Thrust, The Hong Kong University of Science and Technology (Guangzhou), Lei Chen: Hebei GEO University, Mingming Fan: The Hong Kong University of Science and Technology (Guangzhou), Lik-Hang Lee: Hong Kong Polytechnic University"
P1960,P1960,Mixed Reality and Real-Time X-Ray Simulation in Vet Radiography Training: A User-Centered Comparative Study,"Proficient training in Diagnostic Imaging (DI) is essential for veterinary students but it faces challenges such as limited animal access and strict radiation safety regulations. Two collaborative Mixed Reality (MR) systems simulated the horse DI procedure with real-time X-rays, one using real X-ray equipment and the other virtual. A user-centered comparative study assessed 22 veterinary students and 4 DI experts, focusing on radiograph quality and time to obtain X-rays. Results indicate that the MR system, combined with real-time X-ray synthesis, shows significant potential to overcome challenges in veterinary DI training and serve as a tool for both training and assessment.","Xuanhui Xu: University College Dublin, Antonella Puggioni: University College Dublin, David Kilroy: University College Dublin, Abraham G. Campbell: University College Dublin "
P1962,P1962,Virtual teleoperation performance under load factor in real flight,"Manned-unmanned teaming (MUM-T) allows an operator aboard a manned aircraft to control UAVs. As MUM-T interfaces evolve, understanding how dynamic environments affect operators' perception and control is crucial. This study investigates the effects of load factor and visual perspective on teleoperation performance, workload, and motion sickness. 14 participants completed a simulated task aboard a Robin DR400 aircraft during turns of 30ø, 45ø, and 60ø (load factors of 1.2, 1.4, and 2g). Results show increased mental and physical demands under higher load factors, but unaffected teleoperation performance. No differences were observed between first- and third-person perspectives. The performance was maintained despite the increased workload.","Mathurin Franck: F‚d‚ration ENAC ISAE-SUPAERO ONERA, Ma‰lis Lefebvre: F‚d‚ration ENAC ISAE-SUPAERO ONERA, Rapha‰lle N. Roy: F‚d‚ration ENAC ISAE-SUPAERO ONERA, Vsevolod Peysakhovich: F‚d‚ration ENAC ISAE-SUPAERO ONERA"
P1971,P1971,Exploring the Influence of Interpersonal Relationships on Gamification Preferences in Collaborative IVR Environments,"This study explores the impact of interpersonal relationships on preferences for gamification in collaborative immersive virtual reality (IVR) environments. A multiplayer avatar-based IVR game that features a maze with three puzzles was designed to improve teamwork and communication. The study involved 44 participants, exploring how gamification elements influenced groups of peers versus strangers. The results showed significant improvements in communication, collaboration, motivation, and engagement in both types of groups. Game elements preferences varied based on social relationships and individual characteristics. These findings provide insights into designing IVR collaborative learning environments that emphasize social interaction.","Shaoteng Ke: University of Nottingham Ningbo China, Lijie ZHENG: University of Nottingham Ningbo China, Boon Giin Lee: University of Nottingham Ningbo China"
P1974,P1974,Evaluating 3D Visual Comparison Techniques for Change Detection in Virtual Reality,"Although recent advances in algorithmic methods in Change detection (CD), CD still requires human intervention. Virtual Reality (VR) can improve visual comparison through 3D interaction and stereoscopic depth, enhancing spatial reasoning. ",""
P1975,P1975,Performance and ergonomics of automated versus manual validation for AR-supervised industrial operations,"Validation tasks in AR-supervised environments can be automated to improve process quality in industrial contexts. However, human-centered approaches urge us to study the impact of such methods on operator?s acceptance. The paper presents a study on 24 participants to compare 4 modalities of validation of operations. SCRAM, a WebXR application is developed to compare validation tasks on 2 types of devices: tablets and HMDs. All scenarios are tested with an assembly use case through performance, task load, usability and acceptance criteria. Result show significant differences regarding the choice of the device but do not highlight any difference between scenarios with automated validation of operations and scenarios with manual validation.","Gaspard Laou‚nan: Univ Evry, Universit‚ Paris-Saclay, Jean-Yves Pascal Didier: Universit‚ Paris-Saclay, Paul-Eric Dossou: University Gustave Eiffel"
P1976,P1976,Presenting Tingling Aftereffects Using Vibro-Thermal Feedback to Enhance Impact Sensation in Virtual Reality,"Impact sensation is crucial for immersive VR, yet many systems struggle to produce strong, realistic impacts, constrained by device size, complexity, and safety. Most solutions focus solely on the moment of collision, this study investigates overlooked aftereffects, tingling sensations that emerge within the body after a strong impact. We designed vibrotactile and thermal feedback to replicate those aftereffects, which significantly enhanced perceived impact realism, intensity, and tingling in a user study. High-frequency vibrotactile stimuli particularly enhanced tingling sensation and realism. These results highlight the potential for aftereffects feedback to enhance impact sensations for entertainment and safety education purposes.","Hikaru Fujita: The University of Tokyo, Juro Hosoi: The University of Tokyo, Yuki Ban: The University of Tokyo, Shinichi Warisawa: The University of Tokyo"
P1985,P1985,Movement- and Traffic-based User Identification in Commercial Virtual Reality Applications: Threats and Opportunities,"Commercial and gaming VR applications have become pervasive and the need for the secure and convenient identification of users, often overlooked by the research in immersive media, is getting more and more pressing. In this work, we investigate the possibility of identifying users from their movement patterns and data traffic traces while playing four commercial games, using a publicly available dataset. If, on the one hand, this paves the way for easy identification and automatic customization of the virtual reality content, it also represents a serious threat to users' privacy due to network analysis-based fingerprinting. Based on this, we analyze the threats and opportunities for virtual reality users' security and privacy.","Sara Baldoni: University of Padova, Salim Benhamadi: University of Padova, Federico Chiariotti: University of Padova, Michele Zorzi: University of Padova, Federica Battisti: University of Padova"
P1986,P1986,The Hidden Face of the Proteus Effect: Deindividuation, Embodiment and Identification,"The Proteus effect describes how users in virtual environments align their attitudes with stereotypes associated with their avatars. This study examines the role of deindividuation in the effect, hypothesizing it reinforces the phenomenon alongside embodiment and identification processes. Two experiments were conducted: the first showed engineering students performed better on a statistics task using an Albert Einstein avatar. Using the same task and avatar, the second study manipulated identity cues to alter deindividuation. While no differences were found between deindividuation conditions, identification and embodiment were found to be predictors of performance, suggesting potential avatar-task relationships within the Proteus effect.","Anna Martin Coesel: CESI LINEACT, Beatrice Biancardi: CESI LINEACT, Mukesh Barange: CESI LINEACT, St‚phanie Buisine: CESI LINEACT"
